# Frequency	Wavelength	 OSNR_Out 	 Gain 	 NoiseFigureStandard 	
# [Hz]	[m]	[dB]	[dB]	[dB]	
1.80000000e+14	1.66551366e-06	1.80298899e+01	1.01038383e+00	1.55487743e-02	
1.80200000e+14	1.66366514e-06	1.77727807e+01	1.08094308e+00	1.49386363e-02	
1.80400000e+14	1.66182072e-06	1.73282044e+01	1.20919543e+00	1.99535318e-02	
1.80600000e+14	1.65998039e-06	1.67910843e+01	1.40765495e+00	1.33662600e-02	
1.80800000e+14	1.65814413e-06	1.63065913e+01	1.61952950e+00	5.81218327e-03	
1.81000000e+14	1.65631192e-06	1.58069992e+01	1.87269228e+00	2.73861104e-04	
1.81200000e+14	1.65448376e-06	1.51839247e+01	2.29167367e+00	-2.65292554e-02	
1.81400000e+14	1.65265964e-06	1.45390369e+01	2.89405814e+00	-8.04497307e-02	
1.81600000e+14	1.65083953e-06	1.42016437e+01	3.33556171e+00	-1.35595064e-01	
1.81800000e+14	1.64902342e-06	1.40208305e+01	3.66262291e+00	-1.93104411e-01	
1.82000000e+14	1.64721131e-06	1.42062892e+01	3.46674887e+00	-2.05396527e-01	
1.82200000e+14	1.64540317e-06	1.46179601e+01	2.85344787e+00	-1.05398091e-01	
1.82400000e+14	1.64359900e-06	1.48072750e+01	2.62096494e+00	-6.77163668e-02	
1.82600000e+14	1.64179878e-06	1.49128836e+01	2.50929737e+00	-5.33474790e-02	
1.82800000e+14	1.64000251e-06	1.49519739e+01	2.44416187e+00	-3.49481437e-02	
1.83000000e+14	1.63821015e-06	1.48700572e+01	2.49710863e+00	-3.20175898e-02	
1.83200000e+14	1.63642171e-06	1.47488561e+01	2.59630641e+00	-3.64933164e-02	
1.83400000e+14	1.63463718e-06	1.45991488e+01	2.72546852e+00	-4.14295211e-02	
1.83600000e+14	1.63285653e-06	1.44246702e+01	2.88584202e+00	-4.64983893e-02	
1.83800000e+14	1.63107975e-06	1.42120412e+01	3.12736377e+00	-6.65213134e-02	
1.84000000e+14	1.62930684e-06	1.40258350e+01	3.36571559e+00	-8.74582231e-02	
1.84200000e+14	1.62753777e-06	1.38197229e+01	3.65802419e+00	-1.11174416e-01	
1.84400000e+14	1.62577255e-06	1.36046158e+01	4.02159759e+00	-1.45111677e-01	
1.84600000e+14	1.62401115e-06	1.33683165e+01	4.49640597e+00	-1.89112670e-01	
1.84800000e+14	1.62225356e-06	1.29981696e+01	5.51551406e+00	-2.87291464e-01	
1.85000000e+14	1.62049977e-06	1.27637222e+01	7.42444121e+00	-5.96344986e-01	
1.85200000e+14	1.61874977e-06	1.28547149e+01	9.32938153e+00	-1.01059234e+00	
1.85400000e+14	1.61700355e-06	1.29869026e+01	1.07677106e+01	-1.31632350e+00	
1.85600000e+14	1.61526109e-06	1.29814282e+01	1.03323706e+01	-1.26398167e+00	
1.85800000e+14	1.61352238e-06	1.29505193e+01	1.03005272e+01	-1.23705429e+00	
1.86000000e+14	1.61178741e-06	1.29366613e+01	1.04798413e+01	-1.25081526e+00	
1.86200000e+14	1.61005617e-06	1.29386217e+01	1.06806686e+01	-1.28018396e+00	
1.86400000e+14	1.60832864e-06	1.29342603e+01	1.08333795e+01	-1.29771259e+00	
1.86600000e+14	1.60660481e-06	1.29209765e+01	1.09963211e+01	-1.30784713e+00	
1.86800000e+14	1.60488468e-06	1.29267793e+01	1.11369909e+01	-1.33210635e+00	
1.87000000e+14	1.60316822e-06	1.29049682e+01	1.11262478e+01	-1.31561375e+00	
1.87200000e+14	1.60145544e-06	1.28733274e+01	1.10397632e+01	-1.28236333e+00	
1.87400000e+14	1.59974631e-06	1.28395339e+01	1.09343013e+01	-1.24507458e+00	
1.87600000e+14	1.59804082e-06	1.27963343e+01	1.07754261e+01	-1.19342330e+00	
1.87800000e+14	1.59633897e-06	1.27543859e+01	1.06160048e+01	-1.14248941e+00	
1.88000000e+14	1.59464073e-06	1.27077758e+01	1.04207046e+01	-1.08292120e+00	
1.88200000e+14	1.59294611e-06	1.26601389e+01	1.02222380e+01	-1.02150783e+00	
1.88400000e+14	1.59125508e-06	1.26176400e+01	1.00618096e+01	-9.68707281e-01	
1.88600000e+14	1.58956765e-06	1.25627426e+01	9.80456426e+00	-8.92376942e-01	
1.88800000e+14	1.58788378e-06	1.25210317e+01	9.61854558e+00	-8.35851170e-01	
1.89000000e+14	1.58620348e-06	1.24698585e+01	9.37934012e+00	-7.63285134e-01	
1.89200000e+14	1.58452673e-06	1.24204777e+01	9.16995968e+00	-6.95487970e-01	
1.89400000e+14	1.58285353e-06	1.23782688e+01	8.98789537e+00	-6.37048850e-01	
1.89600000e+14	1.58118385e-06	1.23309930e+01	8.76993921e+00	-5.68289249e-01	
1.89800000e+14	1.57951769e-06	1.22887508e+01	8.52585998e+00	-4.98758540e-01	
1.90000000e+14	1.57785504e-06	1.22423034e+01	8.23903621e+00	-4.17376089e-01	
1.90200000e+14	1.57619589e-06	1.21971600e+01	7.96645259e+00	-3.37624787e-01	
1.90400000e+14	1.57454022e-06	1.21542620e+01	7.72524906e+00	-2.63585940e-01	
1.90600000e+14	1.57288803e-06	1.21133202e+01	7.50010716e+00	-1.92729728e-01	
1.90800000e+14	1.57123930e-06	1.20815239e+01	7.29108284e+00	-1.31115318e-01	
1.91000000e+14	1.56959402e-06	1.20437679e+01	6.99477524e+00	-4.60587884e-02	
1.91200000e+14	1.56795219e-06	1.20138281e+01	6.75058904e+00	2.44059428e-02	
1.91400000e+14	1.56631378e-06	1.19787418e+01	6.51282208e+00	9.93245874e-02	
1.91600000e+14	1.56467880e-06	1.19540359e+01	6.27567192e+00	1.67765419e-01	
1.91800000e+14	1.56304723e-06	1.19387111e+01	5.98561677e+00	2.43490607e-01	
1.92000000e+14	1.56141905e-06	1.19088987e+01	5.77269875e+00	3.14227056e-01	
1.92200000e+14	1.55979427e-06	1.18885662e+01	5.57937329e+00	3.74421913e-01	
1.92400000e+14	1.55817286e-06	1.18692618e+01	5.36558646e+00	4.40600585e-01	
1.92600000e+14	1.55655482e-06	1.18610420e+01	5.14864638e+00	5.01335871e-01	
1.92800000e+14	1.55494013e-06	1.18503821e+01	4.92562413e+00	5.67616715e-01	
1.93000000e+14	1.55332880e-06	1.18529742e+01	4.70153697e+00	6.27035427e-01	
1.93200000e+14	1.55172080e-06	1.18491018e+01	4.48475190e+00	6.91286843e-01	
1.93400000e+14	1.55011612e-06	1.18291488e+01	4.32356423e+00	7.51518327e-01	
1.93600000e+14	1.54851476e-06	1.18159903e+01	4.16883825e+00	8.06111713e-01	
1.93800000e+14	1.54691671e-06	1.18014699e+01	3.99886501e+00	8.67658615e-01	
1.94000000e+14	1.54532195e-06	1.17759692e+01	3.88821737e+00	9.18110443e-01	
1.94200000e+14	1.54373047e-06	1.17481432e+01	3.75388555e+00	9.78471878e-01	
1.94400000e+14	1.54214227e-06	1.17182048e+01	3.63260165e+00	1.03640210e+00	
1.94600000e+14	1.54055734e-06	1.16915944e+01	3.51033539e+00	1.09297543e+00	
1.94800000e+14	1.53897566e-06	1.16782297e+01	3.36146022e+00	1.15088771e+00	
1.95000000e+14	1.53739722e-06	1.16349342e+01	3.25254842e+00	1.21464827e+00	
1.95200000e+14	1.53582202e-06	1.15525188e+01	3.19092981e+00	1.28677542e+00	
1.95400000e+14	1.53425004e-06	1.14738524e+01	3.12795552e+00	1.35698737e+00	
1.95600000e+14	1.53268128e-06	1.13853382e+01	3.06407213e+00	1.43388164e+00	
1.95800000e+14	1.53111572e-06	1.12905400e+01	3.00271291e+00	1.51396894e+00	
1.96000000e+14	1.52955336e-06	1.11863112e+01	2.93970119e+00	1.60079830e+00	
1.96200000e+14	1.52799418e-06	1.10623517e+01	2.89158838e+00	1.69535748e+00	
1.96400000e+14	1.52643818e-06	1.09377350e+01	2.83422684e+00	1.79380119e+00	
1.96600000e+14	1.52488534e-06	1.08253494e+01	2.75639037e+00	1.89141048e+00	
1.96800000e+14	1.52333566e-06	1.07116156e+01	2.66046142e+00	1.99614145e+00	
1.97000000e+14	1.52178913e-06	1.05940875e+01	2.56217857e+00	2.10418707e+00	
1.97200000e+14	1.52024573e-06	1.05023379e+01	2.43362384e+00	2.20564685e+00	
1.97400000e+14	1.51870546e-06	1.04080245e+01	2.29143250e+00	2.31359330e+00	
1.97600000e+14	1.51716831e-06	1.02923979e+01	2.16000450e+00	2.43182837e+00	
1.97800000e+14	1.51563427e-06	1.01764885e+01	2.02072747e+00	2.55300833e+00	
1.98000000e+14	1.51410332e-06	1.00334825e+01	1.88677416e+00	2.68999895e+00	
1.98200000e+14	1.51257547e-06	9.98692075e+00	1.69706821e+00	2.78417504e+00	
1.98400000e+14	1.51105070e-06	9.94291832e+00	1.50070635e+00	2.88030227e+00	
1.98600000e+14	1.50952899e-06	1.00546409e+01	1.26192338e+00	2.89700157e+00	
1.98800000e+14	1.50801035e-06	1.03458356e+01	9.76719324e-01	2.83360944e+00	
1.99000000e+14	1.50649476e-06	1.07570281e+01	7.32393586e-01	2.70475375e+00	
1.99200000e+14	1.50498222e-06	1.16845528e+01	4.62211095e-01	2.35908971e+00	
1.99400000e+14	1.50347271e-06	1.27469563e+01	2.65244987e-01	1.99781532e+00	
