# Frequency	Wavelength	 SignalPowerIn 	 SignalPowerOut 	 NoisePowerOut 	 OSNR_Out 	 Gain 	 NoiseFigureStandard 	
# [Hz]	[m]	[dBm]	[dBm]	[dBm]	[dB]	[dB]	[dB]	
1.85000000e+14	1.62049977e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.11079469e+00	
1.85100000e+14	1.61962430e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.10852622e+00	
1.85200000e+14	1.61874977e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.10625903e+00	
1.85300000e+14	1.61787619e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.10399309e+00	
1.85400000e+14	1.61700355e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.10172842e+00	
1.85500000e+14	1.61613185e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.09946501e+00	
1.85600000e+14	1.61526109e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.09720286e+00	
1.85700000e+14	1.61439127e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.09494198e+00	
1.85800000e+14	1.61352238e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.09268235e+00	
1.85900000e+14	1.61265443e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.09042397e+00	
1.86000000e+14	1.61178741e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.08816685e+00	
1.86100000e+14	1.61092132e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.08591099e+00	
1.86200000e+14	1.61005617e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.08365638e+00	
1.86300000e+14	1.60919194e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.08140301e+00	
1.86400000e+14	1.60832864e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.07915090e+00	
1.86500000e+14	1.60746626e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.07690004e+00	
1.86600000e+14	1.60660481e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.07465043e+00	
1.86700000e+14	1.60574428e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.07240206e+00	
1.86800000e+14	1.60488468e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.07015493e+00	
1.86900000e+14	1.60402599e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.06790905e+00	
1.87000000e+14	1.60316822e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.06566441e+00	
1.87100000e+14	1.60231137e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.06342101e+00	
1.87200000e+14	1.60145544e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.06117885e+00	
1.87300000e+14	1.60060042e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.05893793e+00	
1.87400000e+14	1.59974631e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.05669824e+00	
1.87500000e+14	1.59889311e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.05445979e+00	
1.87600000e+14	1.59804082e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.05222257e+00	
1.87700000e+14	1.59718944e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.04998659e+00	
1.87800000e+14	1.59633897e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.04775184e+00	
1.87900000e+14	1.59548940e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.04551831e+00	
1.88000000e+14	1.59464073e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.04328602e+00	
1.88100000e+14	1.59379297e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.04105495e+00	
1.88200000e+14	1.59294611e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.03882511e+00	
1.88300000e+14	1.59210015e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.03659650e+00	
1.88400000e+14	1.59125508e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.03436910e+00	
1.88500000e+14	1.59041092e-06	-1.06603000e+01	9.89700043e-01	-4.65437198e+01	4.75334199e+01	1.16500000e+01	3.03214293e+00	
