# Frequency	Wavelength	 SignalPowerIn 	 SignalPowerOut 	 NoisePowerOut 	 OSNR_Out 	 Gain 	 NoiseFigureStandard 	
# [Hz]	[m]	[dBm]	[dBm]	[dBm]	[dB]	[dB]	[dB]	
1.85000000e+14	1.62049977e-06	-1.06603000e+01	3.23739930e+00	-4.50183541e+01	4.82557534e+01	1.38976993e+01	-5.63083537e-01	
1.85100000e+14	1.61962430e-06	-1.06603000e+01	3.33806767e+00	-4.49153382e+01	4.82534059e+01	1.39983676e+01	-5.67702931e-01	
1.85200000e+14	1.61874977e-06	-1.06603000e+01	2.91288094e+00	-4.52823368e+01	4.81952177e+01	1.35731809e+01	-4.94398579e-01	
1.85300000e+14	1.61787619e-06	-1.06603000e+01	2.91458487e+00	-4.52666405e+01	4.81812254e+01	1.35748848e+01	-4.83406776e-01	
1.85400000e+14	1.61700355e-06	-1.06603000e+01	2.91966591e+00	-4.52489490e+01	4.81686149e+01	1.35799659e+01	-4.73891392e-01	
1.85500000e+14	1.61613185e-06	-1.06603000e+01	2.91365995e+00	-4.52443828e+01	4.81580427e+01	1.35739599e+01	-4.65769786e-01	
1.85600000e+14	1.61526109e-06	-1.06603000e+01	2.89786973e+00	-4.52516092e+01	4.81494789e+01	1.35581697e+01	-4.59078382e-01	
1.85700000e+14	1.61439127e-06	-1.06603000e+01	2.87194508e+00	-4.52676497e+01	4.81395948e+01	1.35322450e+01	-4.50631362e-01	
1.85800000e+14	1.61352238e-06	-1.06603000e+01	2.88876807e+00	-4.52417219e+01	4.81304900e+01	1.35490680e+01	-4.45021917e-01	
1.85900000e+14	1.61265443e-06	-1.06603000e+01	2.91310992e+00	-4.52067966e+01	4.81199065e+01	1.35734099e+01	-4.38364209e-01	
1.86000000e+14	1.61178741e-06	-1.06603000e+01	2.94882407e+00	-4.51598790e+01	4.81087030e+01	1.36091240e+01	-4.31651692e-01	
1.86100000e+14	1.61092132e-06	-1.06603000e+01	2.97842161e+00	-4.51173573e+01	4.80957789e+01	1.36387216e+01	-4.22986845e-01	
1.86200000e+14	1.61005617e-06	-1.06603000e+01	3.03071720e+00	-4.50558678e+01	4.80865850e+01	1.36910172e+01	-4.18928903e-01	
1.86300000e+14	1.60919194e-06	-1.06603000e+01	3.08735797e+00	-4.49898605e+01	4.80772185e+01	1.37476579e+01	-4.14870910e-01	
1.86400000e+14	1.60832864e-06	-1.06603000e+01	3.11009138e+00	-4.49543437e+01	4.80644351e+01	1.37703913e+01	-4.05952961e-01	
1.86500000e+14	1.60746626e-06	-1.06603000e+01	3.08844946e+00	-4.49579155e+01	4.80463649e+01	1.37487494e+01	-3.89939969e-01	
