Wavelength(nm)		LP01_Power(dBm)		Wavelength(nm)		LP11a_Power(dBm)
1568.99974175357	-1.64874670067572	1568.99974175357	-2.428725300374
1566.54013911036	-0.016781849990906	1566.54013911036	-0.944580239562356
1564.08823586475	1.75965596189646	1564.08823586475	0.672144271828188
1561.64399592064	3.63097293135739	1561.64399592064	2.37660003251504
1559.20738340716	4.95090165953821	1559.20738340716	3.58181200573755
1556.77836267701	5.66506323868211	1556.77836267701	4.23759799382015
1554.35689830466	5.97627049614765	1554.35689830466	4.52755916845499
1551.94295508464	6.08321874752138	1551.94295508464	4.6319206164808
1549.53649802984	5.64644228475659	1549.53649802984	4.24142836995755
1547.13749236983	4.61014052602147	1547.13749236983	3.30455629967206
1544.74590354918	3.52604926508741	1544.74590354918	2.32320043687848
1542.36169722577	2.63159968040334	1542.36169722577	1.51372760069632
1539.98483926919	2.39843445415395	1539.98483926919	1.30649553025074
1537.61529575909	3.60072302927445	1537.61529575909	2.40867079629178
1535.25303298358	5.76904114353498	1535.25303298358	4.39359243851622
1532.8980174376		8.80089749100942	1532.8980174376		7.16886978867907
1530.55021582137	10.4742525415395	1530.55021582137	8.70548466170498
1528.2095950388		8.43952744283186	1528.2095950388		6.85415814148261
1525.87612219595	5.06980740142968	1525.87612219595	3.7803404788562
1523.54976459948	-0.14595060826062	1523.54976459948	-0.9851072539394
980.000148736252	16.6714320873684		
