# Frequency	Wavelength	 Gain 	 NoiseFigureStandard 	
# [Hz]	[m]	[dB]	[dB]	
1.85000000e+14	1.62049977e-06	1.38976993e+01	-5.63083537e-01	
1.85100000e+14	1.61962430e-06	1.39983676e+01	-5.67702931e-01	
1.85200000e+14	1.61874977e-06	1.35731809e+01	-4.94398579e-01	
1.85300000e+14	1.61787619e-06	1.35748848e+01	-4.83406776e-01	
1.85400000e+14	1.61700355e-06	1.35799659e+01	-4.73891392e-01	
1.85500000e+14	1.61613185e-06	1.35739599e+01	-4.65769786e-01	
1.85600000e+14	1.61526109e-06	1.35581697e+01	-4.59078382e-01	
1.85700000e+14	1.61439127e-06	1.35322450e+01	-4.50631362e-01	
1.85800000e+14	1.61352238e-06	1.35490680e+01	-4.45021917e-01	
1.85900000e+14	1.61265443e-06	1.35734099e+01	-4.38364209e-01	
1.86000000e+14	1.61178741e-06	1.36091240e+01	-4.31651692e-01	
1.86100000e+14	1.61092132e-06	1.36387216e+01	-4.22986845e-01	
1.86200000e+14	1.61005617e-06	1.36910172e+01	-4.18928903e-01	
1.86300000e+14	1.60919194e-06	1.37476579e+01	-4.14870910e-01	
1.86400000e+14	1.60832864e-06	1.37703913e+01	-4.05952961e-01	
1.86500000e+14	1.60746626e-06	1.37487494e+01	-3.89939969e-01	
1.86600000e+14	1.60660481e-06	1.37283132e+01	-3.73299146e-01	
1.86700000e+14	1.60574428e-06	1.36973866e+01	-3.53436235e-01	
1.86800000e+14	1.60488468e-06	1.36585797e+01	-3.31843746e-01	
1.86900000e+14	1.60402599e-06	1.36281574e+01	-3.10934839e-01	
1.87000000e+14	1.60316822e-06	1.35930401e+01	-2.90013126e-01	
1.87100000e+14	1.60231137e-06	1.35431909e+01	-2.66491253e-01	
1.87200000e+14	1.60145544e-06	1.35196592e+01	-2.45447830e-01	
1.87300000e+14	1.60060042e-06	1.35069722e+01	-2.25243685e-01	
1.87400000e+14	1.59974631e-06	1.34815288e+01	-2.03547557e-01	
1.87500000e+14	1.59889311e-06	1.34328800e+01	-1.78671156e-01	
1.87600000e+14	1.59804082e-06	1.33714899e+01	-1.52898324e-01	
1.87700000e+14	1.59718944e-06	1.33107658e+01	-1.27716333e-01	
1.87800000e+14	1.59633897e-06	1.32113081e+01	-9.90986156e-02	
1.87900000e+14	1.59548940e-06	1.31010820e+01	-7.01683144e-02	
1.88000000e+14	1.59464073e-06	1.29770034e+01	-4.05464320e-02	
1.88100000e+14	1.59379297e-06	1.28426071e+01	-6.63467452e-03	
1.88200000e+14	1.59294611e-06	1.27766514e+01	2.10482322e-02	
1.88300000e+14	1.59210015e-06	1.28239832e+01	3.39054401e-02	
1.88400000e+14	1.59125508e-06	1.29877795e+01	3.52162689e-02	
1.88500000e+14	1.59041092e-06	1.31745427e+01	3.47174587e-02	
1.88600000e+14	1.58956765e-06	1.34035861e+01	2.93374432e-02	
1.88700000e+14	1.58872527e-06	1.35885490e+01	2.93258957e-02	
1.88800000e+14	1.58788378e-06	1.37438004e+01	3.33696148e-02	
