# Frequency	Wavelength	 Gain 	 NoiseFigureStandard 	
# [Hz]	[m]	[dB]	[dB]	
1.88900000e+14	1.58704319e-06	1.39285246e+01	3.38491303e-02	
1.89000000e+14	1.58620348e-06	1.39588255e+01	5.16519381e-02	
1.89100000e+14	1.58536466e-06	1.36857158e+01	1.04302325e-01	
1.89200000e+14	1.58452673e-06	1.35427372e+01	1.42980185e-01	
1.89300000e+14	1.58368969e-06	1.34533357e+01	1.76323205e-01	
1.89400000e+14	1.58285353e-06	1.33750960e+01	2.10268462e-01	
1.89500000e+14	1.58201825e-06	1.33273273e+01	2.41778602e-01	
1.89600000e+14	1.58118385e-06	1.32915233e+01	2.72468088e-01	
1.89700000e+14	1.58035033e-06	1.32848856e+01	3.01346291e-01	
1.89800000e+14	1.57951769e-06	1.32576203e+01	3.31499121e-01	
1.89900000e+14	1.57868593e-06	1.32250626e+01	3.61705895e-01	
1.90000000e+14	1.57785504e-06	1.32031136e+01	3.90628193e-01	
1.90100000e+14	1.57702503e-06	1.31970925e+01	4.18023823e-01	
1.90200000e+14	1.57619589e-06	1.31816484e+01	4.45519398e-01	
1.90300000e+14	1.57536762e-06	1.31182703e+01	4.76892043e-01	
1.90400000e+14	1.57454022e-06	1.30125768e+01	5.12512154e-01	
1.90500000e+14	1.57371369e-06	1.28553891e+01	5.56676163e-01	
1.90600000e+14	1.57288803e-06	1.27813066e+01	5.92226450e-01	
1.90700000e+14	1.57206323e-06	1.27908814e+01	6.19715798e-01	
1.90800000e+14	1.57123930e-06	1.28966425e+01	6.38656260e-01	
1.90900000e+14	1.57041623e-06	1.30125984e+01	6.56893590e-01	
1.91000000e+14	1.56959402e-06	1.31981058e+01	6.68255764e-01	
1.91100000e+14	1.56877267e-06	1.32978801e+01	6.88246923e-01	
1.91200000e+14	1.56795219e-06	1.33600956e+01	7.12803528e-01	
1.91300000e+14	1.56713256e-06	1.34404951e+01	7.35540388e-01	
1.91400000e+14	1.56631378e-06	1.33264613e+01	7.82301297e-01	
1.91500000e+14	1.56549586e-06	1.31008130e+01	8.40153552e-01	
1.91600000e+14	1.56467880e-06	1.29874601e+01	8.82318127e-01	
1.91700000e+14	1.56386259e-06	1.28774544e+01	9.24634247e-01	
1.91800000e+14	1.56304723e-06	1.27585992e+01	9.68299316e-01	
1.91900000e+14	1.56223271e-06	1.26654149e+01	1.01014193e+00	
1.92000000e+14	1.56141905e-06	1.25922629e+01	1.05125859e+00	
1.92100000e+14	1.56060624e-06	1.25269650e+01	1.09307979e+00	
1.92200000e+14	1.55979427e-06	1.24518346e+01	1.13673167e+00	
1.92300000e+14	1.55898314e-06	1.23592108e+01	1.18188304e+00	
1.92400000e+14	1.55817286e-06	1.22393992e+01	1.22859558e+00	
1.92500000e+14	1.55736342e-06	1.21194896e+01	1.27492698e+00	
1.92600000e+14	1.55655482e-06	1.20077294e+01	1.32174417e+00	
1.92700000e+14	1.55574706e-06	1.19109169e+01	1.36855982e+00	
1.92800000e+14	1.55494013e-06	1.18418082e+01	1.41231553e+00	
1.92900000e+14	1.55413405e-06	1.17583305e+01	1.45658186e+00	
1.93000000e+14	1.55332880e-06	1.16930842e+01	1.49827831e+00	
1.93100000e+14	1.55252438e-06	1.16607397e+01	1.53698261e+00	
1.93200000e+14	1.55172080e-06	1.16917610e+01	1.57101973e+00	
1.93300000e+14	1.55091804e-06	1.17747156e+01	1.60136594e+00	
1.93400000e+14	1.55011612e-06	1.18688486e+01	1.63139585e+00	
1.93500000e+14	1.54931503e-06	1.19663387e+01	1.65953144e+00	
1.93600000e+14	1.54851476e-06	1.19829112e+01	1.69586941e+00	
1.93700000e+14	1.54771532e-06	1.19772074e+01	1.73411575e+00	
1.93800000e+14	1.54691671e-06	1.19135695e+01	1.77735779e+00	
1.93900000e+14	1.54611892e-06	1.16606755e+01	1.84140267e+00	
1.94000000e+14	1.54532195e-06	1.14912787e+01	1.89903173e+00	
1.94100000e+14	1.54452580e-06	1.13864375e+01	1.95156427e+00	
1.94200000e+14	1.54373047e-06	1.13033225e+01	2.00305319e+00	
1.94300000e+14	1.54293597e-06	1.12481973e+01	2.05291666e+00	
1.94400000e+14	1.54214227e-06	1.12030349e+01	2.10441405e+00	
1.94500000e+14	1.54134940e-06	1.12280584e+01	2.15011757e+00	
1.94600000e+14	1.54055734e-06	1.13348721e+01	2.18815413e+00	
1.94700000e+14	1.53976609e-06	1.14664165e+01	2.22433465e+00	
1.94800000e+14	1.53897566e-06	1.15802942e+01	2.26316618e+00	
1.94900000e+14	1.53818603e-06	1.16720744e+01	2.30388764e+00	
