# Frequency	Wavelength	 SignalPowerOut 	 NoisePowerOut 	 OSNR_Out 	 Gain 	 NoiseFigureStandard 	
# [Hz]	[m]	[dBm]	[dBm]	[dB]	[dB]	[dB]	
1.88000000e+14	1.59464073e-06	-3.19047794e+01	-5.43648228e+01	2.24600434e+01	-1.90477942e+00	9.46456380e+00	
1.88200000e+14	1.59294611e-06	-3.21065615e+01	-5.45073482e+01	2.24007867e+01	-2.10656146e+00	9.54537437e+00	
1.88400000e+14	1.59125508e-06	-3.22696716e+01	-5.46183773e+01	2.23487057e+01	-2.26967162e+00	9.61392765e+00	
1.88600000e+14	1.58956765e-06	-3.25312139e+01	-5.48096935e+01	2.22784796e+01	-2.53121393e+00	9.71632947e+00	
1.88800000e+14	1.58788378e-06	-3.27203423e+01	-5.49455775e+01	2.22252352e+01	-2.72034231e+00	9.79218572e+00	
1.89000000e+14	1.58620348e-06	-3.29635456e+01	-5.51229348e+01	2.21593892e+01	-2.96354556e+00	9.88974914e+00	
1.89200000e+14	1.58452673e-06	-3.31764267e+01	-5.52734798e+01	2.20970531e+01	-3.17642670e+00	9.97942802e+00	
1.89400000e+14	1.58285353e-06	-3.33615362e+01	-5.54047502e+01	2.20432140e+01	-3.36153617e+00	1.00573972e+01	
1.89600000e+14	1.58118385e-06	-3.35831373e+01	-5.55652102e+01	2.19820729e+01	-3.58313727e+00	1.01498053e+01	
1.89800000e+14	1.57951769e-06	-3.38312985e+01	-5.57551587e+01	2.19238602e+01	-3.83129849e+00	1.02470801e+01	
1.90000000e+14	1.57785504e-06	-3.41229194e+01	-5.59816021e+01	2.18586827e+01	-4.12291939e+00	1.03615075e+01	
1.90200000e+14	1.57619589e-06	-3.44000634e+01	-5.61956509e+01	2.17955875e+01	-4.40006338e+00	1.04730184e+01	
1.90400000e+14	1.57454022e-06	-3.46453038e+01	-5.63819441e+01	2.17366404e+01	-4.64530376e+00	1.05753296e+01	
1.90600000e+14	1.57288803e-06	-3.48742148e+01	-5.65547737e+01	2.16805589e+01	-4.87421481e+00	1.06728267e+01	
1.90800000e+14	1.57123930e-06	-3.50867395e+01	-5.67209264e+01	2.16341869e+01	-5.08673947e+00	1.07602135e+01	
1.91000000e+14	1.56959402e-06	-3.53880084e+01	-5.69643295e+01	2.15763210e+01	-5.38800842e+00	1.08820855e+01	
1.91200000e+14	1.56795219e-06	-3.56362850e+01	-5.71656301e+01	2.15293451e+01	-5.63628502e+00	1.09836057e+01	
1.91400000e+14	1.56631378e-06	-3.58780359e+01	-5.73559436e+01	2.14779077e+01	-5.87803588e+00	1.10882940e+01	
1.91600000e+14	1.56467880e-06	-3.61191605e+01	-5.75555730e+01	2.14364125e+01	-6.11916051e+00	1.11877814e+01	
1.91800000e+14	1.56304723e-06	-3.64140771e+01	-5.78145819e+01	2.14005048e+01	-6.41407713e+00	1.13029175e+01	
1.92000000e+14	1.56141905e-06	-3.66305659e+01	-5.79864070e+01	2.13558410e+01	-6.63056595e+00	1.14010564e+01	
1.92200000e+14	1.55979427e-06	-3.68271348e+01	-5.81486338e+01	2.13214990e+01	-6.82713485e+00	1.14871834e+01	
1.92400000e+14	1.55817286e-06	-3.70445088e+01	-5.83314202e+01	2.12869115e+01	-7.04450878e+00	1.15822202e+01	
1.92600000e+14	1.55655482e-06	-3.72650897e+01	-5.85279006e+01	2.12628109e+01	-7.26508974e+00	1.16735722e+01	
1.92800000e+14	1.55494013e-06	-3.74918558e+01	-5.87279933e+01	2.12361375e+01	-7.49185582e+00	1.17709973e+01	
1.93000000e+14	1.55332880e-06	-3.77197057e+01	-5.89419468e+01	2.12222411e+01	-7.71970570e+00	1.18632366e+01	
1.93200000e+14	1.55172080e-06	-3.79401322e+01	-5.91428998e+01	2.12027676e+01	-7.94013216e+00	1.19584995e+01	
1.93400000e+14	1.55011612e-06	-3.81040302e+01	-5.92752444e+01	2.11712142e+01	-8.10403016e+00	1.20403226e+01	
1.93600000e+14	1.54851476e-06	-3.82613591e+01	-5.94079547e+01	2.11465957e+01	-8.26135909e+00	1.21164023e+01	
1.93800000e+14	1.54691671e-06	-3.84341919e+01	-5.95540658e+01	2.11198739e+01	-8.43419194e+00	1.22012614e+01	
1.94000000e+14	1.54532195e-06	-3.85467051e+01	-5.96326020e+01	2.10858969e+01	-8.54670510e+00	1.22658224e+01	
1.94200000e+14	1.54373047e-06	-3.86833005e+01	-5.97316676e+01	2.10483671e+01	-8.68330045e+00	1.23431535e+01	
1.94400000e+14	1.54214227e-06	-3.88066297e+01	-5.98161161e+01	2.10094865e+01	-8.80662965e+00	1.24160704e+01	
1.94600000e+14	1.54055734e-06	-3.89309580e+01	-5.99046930e+01	2.09737350e+01	-8.93095797e+00	1.24881277e+01	
1.94800000e+14	1.53897566e-06	-3.90823432e+01	-6.00317325e+01	2.09493894e+01	-9.08234317e+00	1.25664746e+01	
1.95000000e+14	1.53739722e-06	-3.91930964e+01	-6.00912629e+01	2.08981665e+01	-9.19309644e+00	1.26420441e+01	
1.95200000e+14	1.53582202e-06	-3.92557648e+01	-6.00671437e+01	2.08113789e+01	-9.25576480e+00	1.27155018e+01	
1.95400000e+14	1.53425004e-06	-3.93198126e+01	-6.00477722e+01	2.07279595e+01	-9.31981263e+00	1.27877516e+01	
1.95600000e+14	1.53268128e-06	-3.93847854e+01	-6.00195511e+01	2.06347657e+01	-9.38478538e+00	1.28658186e+01	
1.95800000e+14	1.53111572e-06	-3.94471920e+01	-5.99825813e+01	2.05353893e+01	-9.44719198e+00	1.29461919e+01	
1.96000000e+14	1.52955336e-06	-3.95112790e+01	-5.99378329e+01	2.04265538e+01	-9.51127904e+00	1.30326278e+01	
1.96200000e+14	1.52799418e-06	-3.95602171e+01	-5.98592482e+01	2.02990311e+01	-9.56021715e+00	1.31229159e+01	
1.96400000e+14	1.52643818e-06	-3.96185591e+01	-5.97886742e+01	2.01701152e+01	-9.61855905e+00	1.32184068e+01	
1.96600000e+14	1.52488534e-06	-3.96977191e+01	-5.97494990e+01	2.00517799e+01	-9.69771914e+00	1.33171844e+01	
1.96800000e+14	1.52333566e-06	-3.97952751e+01	-5.97262633e+01	1.99309882e+01	-9.79527512e+00	1.34253919e+01	
1.97000000e+14	1.52178913e-06	-3.98952247e+01	-5.97013084e+01	1.98060838e+01	-9.89522467e+00	1.35369913e+01	
1.97200000e+14	1.52024573e-06	-4.00259546e+01	-5.97305541e+01	1.97045995e+01	-1.00259546e+01	1.36486499e+01	
1.97400000e+14	1.51870546e-06	-4.01705505e+01	-5.97703455e+01	1.95997950e+01	-1.01705505e+01	1.37682981e+01	
1.97600000e+14	1.51716831e-06	-4.03042026e+01	-5.97786072e+01	1.94744046e+01	-1.03042026e+01	1.38948241e+01	
1.97800000e+14	1.51563427e-06	-4.04458354e+01	-5.97939320e+01	1.93480966e+01	-1.04458354e+01	1.40253756e+01	
1.98000000e+14	1.51410332e-06	-4.05820546e+01	-5.97772063e+01	1.91951517e+01	-1.05820546e+01	1.41685252e+01	
1.98200000e+14	1.51257547e-06	-4.07749621e+01	-5.99091905e+01	1.91342284e+01	-1.07749621e+01	1.42853045e+01	
1.98400000e+14	1.51105070e-06	-4.09746372e+01	-6.00502816e+01	1.90756444e+01	-1.09746372e+01	1.44049359e+01	
1.98600000e+14	1.50952899e-06	-4.12174456e+01	-6.03865806e+01	1.91691350e+01	-1.12174456e+01	1.44650246e+01	
1.98800000e+14	1.50801035e-06	-4.15074546e+01	-6.09470441e+01	1.94395895e+01	-1.15074546e+01	1.44667715e+01	
1.99000000e+14	1.50649476e-06	-4.17558983e+01	-6.15881035e+01	1.98322052e+01	-1.17558983e+01	1.44082830e+01	
1.99200000e+14	1.50498222e-06	-4.20306326e+01	-6.27704188e+01	2.07397863e+01	-1.20306326e+01	1.41804467e+01	
1.99400000e+14	1.50347271e-06	-4.22309196e+01	-6.40187294e+01	2.17878098e+01	-1.22309196e+01	1.39336155e+01	
1.99600000e+14	1.50196622e-06	-4.23455109e+01	-6.46934653e+01	2.23479543e+01	-1.23455109e+01	1.38393681e+01	
1.99800000e+14	1.50046275e-06	-4.24314800e+01	-6.51419976e+01	2.27105176e+01	-1.24314800e+01	1.37983255e+01	
