1.4000000000E+03	3.1405286170E-01	
1.4010000000E+03	3.0915942189E-01	
1.4020000000E+03	3.0461137157E-01	
1.4030000000E+03	3.0037969141E-01	
1.4040000000E+03	2.9643711300E-01	
1.4050000000E+03	2.9275830401E-01	
1.4060000000E+03	2.8931992765E-01	
1.4070000000E+03	2.8610061873E-01	
1.4080000000E+03	2.8308090650E-01	
1.4090000000E+03	2.8024310588E-01	
1.4100000000E+03	2.7757119186E-01	
1.4110000000E+03	2.7505066739E-01	
1.4120000000E+03	2.7266843136E-01	
1.4130000000E+03	2.7041265098E-01	
1.4140000000E+03	2.6827264117E-01	
1.4150000000E+03	2.6623875236E-01	
1.4160000000E+03	2.6430226723E-01	
1.4170000000E+03	2.6245530651E-01	
1.4180000000E+03	2.6069074369E-01	
1.4190000000E+03	2.5900212794E-01	
1.4200000000E+03	2.5738361487E-01	
1.4210000000E+03	2.5582990449E-01	
1.4220000000E+03	2.5433618553E-01	
1.4230000000E+03	2.5289808583E-01	
1.4240000000E+03	2.5151162788E-01	
1.4250000000E+03	2.5017318924E-01	
1.4260000000E+03	2.4887946709E-01	
1.4270000000E+03	2.4762744667E-01	
1.4280000000E+03	2.4641437307E-01	
1.4290000000E+03	2.4523772600E-01	
1.4300000000E+03	2.4409519721E-01	
1.4310000000E+03	2.4298467042E-01	
1.4320000000E+03	2.4190420315E-01	
1.4330000000E+03	2.4085201063E-01	
1.4340000000E+03	2.3982645124E-01	
1.4350000000E+03	2.3882601347E-01	
1.4360000000E+03	2.3784930429E-01	
1.4370000000E+03	2.3689503852E-01	
1.4380000000E+03	2.3596202941E-01	
1.4390000000E+03	2.3504918008E-01	
1.4400000000E+03	2.3415547581E-01	
1.4410000000E+03	2.3327997706E-01	
1.4420000000E+03	2.3242181319E-01	
1.4430000000E+03	2.3158017674E-01	
1.4440000000E+03	2.3075431828E-01	
1.4450000000E+03	2.2994354172E-01	
1.4460000000E+03	2.2914720005E-01	
1.4470000000E+03	2.2836469147E-01	
1.4480000000E+03	2.2759545590E-01	
1.4490000000E+03	2.2683897174E-01	
1.4500000000E+03	2.2609475294E-01	
1.4510000000E+03	2.2536234641E-01	
1.4520000000E+03	2.2464132948E-01	
1.4530000000E+03	2.2393130777E-01	
1.4540000000E+03	2.2323191307E-01	
1.4550000000E+03	2.2254280155E-01	
1.4560000000E+03	2.2186365200E-01	
1.4570000000E+03	2.2119416426E-01	
1.4580000000E+03	2.2053405781E-01	
1.4590000000E+03	2.1988307044E-01	
1.4600000000E+03	2.1924095700E-01	
1.4610000000E+03	2.1860748831E-01	
1.4620000000E+03	2.1798245012E-01	
1.4630000000E+03	2.1736564215E-01	
1.4640000000E+03	2.1675687722E-01	
1.4650000000E+03	2.1615598043E-01	
1.4660000000E+03	2.1556278842E-01	
1.4670000000E+03	2.1497714866E-01	
1.4680000000E+03	2.1439891883E-01	
1.4690000000E+03	2.1382796622E-01	
1.4700000000E+03	2.1326416717E-01	
1.4710000000E+03	2.1270740657E-01	
1.4720000000E+03	2.1215757737E-01	
1.4730000000E+03	2.1161458018E-01	
1.4740000000E+03	2.1107832281E-01	
1.4750000000E+03	2.1054871995E-01	
1.4760000000E+03	2.1002569277E-01	
1.4770000000E+03	2.0950916860E-01	
1.4780000000E+03	2.0899908065E-01	
1.4790000000E+03	2.0849536772E-01	
1.4800000000E+03	2.0799797391E-01	
1.4810000000E+03	2.0750684843E-01	
1.4820000000E+03	2.0702194529E-01	
1.4830000000E+03	2.0654322317E-01	
1.4840000000E+03	2.0607064516E-01	
1.4850000000E+03	2.0560417863E-01	
1.4860000000E+03	2.0514379501E-01	
1.4870000000E+03	2.0468946963E-01	
1.4880000000E+03	2.0424118163E-01	
1.4890000000E+03	2.0379891373E-01	
1.4900000000E+03	2.0336265219E-01	
1.4910000000E+03	2.0293238661E-01	
1.4920000000E+03	2.0250810989E-01	
1.4930000000E+03	2.0208981806E-01	
1.4940000000E+03	2.0167751020E-01	
1.4950000000E+03	2.0127118840E-01	
1.4960000000E+03	2.0087085759E-01	
1.4970000000E+03	2.0047652553E-01	
1.4980000000E+03	2.0008820268E-01	
1.4990000000E+03	1.9970590220E-01	
1.5000000000E+03	1.9932963981E-01	
1.5010000000E+03	1.9895943379E-01	
1.5020000000E+03	1.9859530489E-01	
1.5030000000E+03	1.9823727631E-01	
1.5040000000E+03	1.9788537361E-01	
1.5050000000E+03	1.9753962472E-01	
1.5060000000E+03	1.9720005984E-01	
1.5070000000E+03	1.9686671147E-01	
1.5080000000E+03	1.9653961432E-01	
1.5090000000E+03	1.9621880532E-01	
1.5100000000E+03	1.9590432354E-01	
1.5110000000E+03	1.9559621024E-01	
1.5120000000E+03	1.9529450878E-01	
1.5130000000E+03	1.9499926464E-01	
1.5140000000E+03	1.9471052536E-01	
1.5150000000E+03	1.9442834060E-01	
1.5160000000E+03	1.9415276202E-01	
1.5170000000E+03	1.9388384336E-01	
1.5180000000E+03	1.9362164040E-01	
1.5190000000E+03	1.9336621091E-01	
1.5200000000E+03	1.9311761471E-01	
1.5210000000E+03	1.9287591363E-01	
1.5220000000E+03	1.9264117149E-01	
1.5230000000E+03	1.9241345413E-01	
1.5240000000E+03	1.9219282940E-01	
1.5250000000E+03	1.9197936715E-01	
1.5260000000E+03	1.9177313923E-01	
1.5270000000E+03	1.9157421952E-01	
1.5280000000E+03	1.9138268388E-01	
1.5290000000E+03	1.9119861023E-01	
1.5300000000E+03	1.9102207849E-01	
1.5310000000E+03	1.9085317063E-01	
1.5320000000E+03	1.9069197063E-01	
1.5330000000E+03	1.9053856455E-01	
1.5340000000E+03	1.9039304051E-01	
1.5350000000E+03	1.9025548869E-01	
1.5360000000E+03	1.9012600136E-01	
1.5370000000E+03	1.9000467288E-01	
1.5380000000E+03	1.8989159974E-01	
1.5390000000E+03	1.8978688053E-01	
1.5400000000E+03	1.8969061601E-01	
1.5410000000E+03	1.8960290908E-01	
1.5420000000E+03	1.8952386482E-01	
1.5430000000E+03	1.8945359050E-01	
1.5440000000E+03	1.8939219562E-01	
1.5450000000E+03	1.8933979188E-01	
1.5460000000E+03	1.8929649327E-01	
1.5470000000E+03	1.8926241601E-01	
1.5480000000E+03	1.8923767866E-01	
1.5490000000E+03	1.8922240207E-01	
1.5500000000E+03	1.8921670942E-01	
1.5510000000E+03	1.8922072628E-01	
1.5520000000E+03	1.8923458060E-01	
1.5530000000E+03	1.8925840273E-01	
1.5540000000E+03	1.8929232548E-01	
1.5550000000E+03	1.8933648410E-01	
1.5560000000E+03	1.8939101635E-01	
1.5570000000E+03	1.8945606250E-01	
1.5580000000E+03	1.8953176537E-01	
1.5590000000E+03	1.8961827037E-01	
1.5600000000E+03	1.8971572548E-01	
1.5610000000E+03	1.8982428136E-01	
1.5620000000E+03	1.8994409131E-01	
1.5630000000E+03	1.9007531133E-01	
1.5640000000E+03	1.9021810014E-01	
1.5650000000E+03	1.9037261925E-01	
1.5660000000E+03	1.9053903295E-01	
1.5670000000E+03	1.9071750834E-01	
1.5680000000E+03	1.9090821541E-01	
1.5690000000E+03	1.9111132704E-01	
1.5700000000E+03	1.9132701904E-01	
1.5710000000E+03	1.9155547019E-01	
1.5720000000E+03	1.9179686227E-01	
1.5730000000E+03	1.9205138011E-01	
1.5740000000E+03	1.9231921162E-01	
1.5750000000E+03	1.9260054783E-01	
1.5760000000E+03	1.9289558293E-01	
1.5770000000E+03	1.9320451430E-01	
1.5780000000E+03	1.9352754257E-01	
1.5790000000E+03	1.9386487164E-01	
1.5800000000E+03	1.9421670873E-01	
1.5810000000E+03	1.9458326444E-01	
1.5820000000E+03	1.9496475275E-01	
1.5830000000E+03	1.9536139111E-01	
1.5840000000E+03	1.9577340045E-01	
1.5850000000E+03	1.9620100524E-01	
1.5860000000E+03	1.9664443355E-01	
1.5870000000E+03	1.9710391704E-01	
1.5880000000E+03	1.9757969109E-01	
1.5890000000E+03	1.9807199477E-01	
1.5900000000E+03	1.9858107094E-01	
1.5910000000E+03	1.9910716627E-01	
1.5920000000E+03	1.9965053129E-01	
1.5930000000E+03	2.0021142047E-01	
1.5940000000E+03	2.0079009221E-01	
1.5950000000E+03	2.0138680898E-01	
1.5960000000E+03	2.0200183727E-01	
1.5970000000E+03	2.0263544773E-01	
1.5980000000E+03	2.0328791517E-01	
1.5990000000E+03	2.0395951863E-01	
1.6000000000E+03	2.0465054144E-01	
1.6010000000E+03	2.0536127126E-01	
1.6020000000E+03	2.0609200016E-01	
1.6030000000E+03	2.0684302466E-01	
1.6040000000E+03	2.0761464577E-01	
1.6050000000E+03	2.0840716908E-01	
1.6060000000E+03	2.0922090482E-01	
1.6070000000E+03	2.1005616789E-01	
1.6080000000E+03	2.1091327794E-01	
1.6090000000E+03	2.1179255941E-01	
1.6100000000E+03	2.1269434164E-01	
1.6110000000E+03	2.1361895889E-01	
1.6120000000E+03	2.1456675039E-01	
1.6130000000E+03	2.1553806046E-01	
1.6140000000E+03	2.1653323853E-01	
1.6150000000E+03	2.1755263922E-01	
1.6160000000E+03	2.1859662239E-01	
1.6170000000E+03	2.1966555326E-01	
1.6180000000E+03	2.2075980239E-01	
1.6190000000E+03	2.2187974583E-01	
1.6200000000E+03	2.2302576516E-01	
1.6210000000E+03	2.2419824754E-01	
1.6220000000E+03	2.2539758582E-01	
1.6230000000E+03	2.2662417857E-01	
1.6240000000E+03	2.2787843018E-01	
1.6250000000E+03	2.2916075095E-01	
1.6260000000E+03	2.3047155712E-01	
1.6270000000E+03	2.3181127097E-01	
1.6280000000E+03	2.3318032090E-01	
1.6290000000E+03	2.3457914150E-01	
1.6300000000E+03	2.3600817364E-01	
1.6310000000E+03	2.3746786451E-01	
1.6320000000E+03	2.3895866775E-01	
1.6330000000E+03	2.4048104352E-01	
1.6340000000E+03	2.4203545856E-01	
1.6350000000E+03	2.4362238626E-01	
1.6360000000E+03	2.4524230681E-01	
1.6370000000E+03	2.4689570721E-01	
1.6380000000E+03	2.4858308140E-01	
1.6390000000E+03	2.5030493033E-01	
1.6400000000E+03	2.5206176207E-01	
1.6410000000E+03	2.5385409184E-01	
1.6420000000E+03	2.5568244218E-01	
1.6430000000E+03	2.5754734298E-01	
1.6440000000E+03	2.5944933159E-01	
1.6450000000E+03	2.6138895291E-01	
1.6460000000E+03	2.6336675951E-01	
1.6470000000E+03	2.6538331168E-01	
1.6480000000E+03	2.6743917755E-01	
1.6490000000E+03	2.6953493319E-01	
